Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
MRK 501,00030793010,54211.46,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.01 ± 0.03,14.58 ± 0.03,13.89 ± 0.03,13.99 ± 0.03,14.01 ± 0.03,13.93 ± 0.03,(0.33 ± 0.01) × 10⁻¹⁰,(0.45 ± 0.01) × 10⁻¹⁰,(0.6 ± 0.02) × 10⁻¹⁰,(2.93 ± 0.08) × 10⁻¹¹,(2.97 ± 0.07) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹⁰
MRK 501,00030793011,54218.24,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.07 ± 0.04,14.58 ± 0.04,13.93 ± 0.04,14.07 ± 0.04,14.09 ± 0.03,13.99 ± 0.04,(3.15 ± 0.11) × 10⁻¹¹,(0.45 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.73 ± 0.09) × 10⁻¹¹,(2.75 ± 0.08) × 10⁻¹¹,(3.11 ± 0.12) × 10⁻¹¹
MRK 501,00030793012,54224.46,253.46757,39.76017,16 53 52.2168,39 45 36.612,13.98 ± 0.03,14.54 ± 0.03,13.87 ± 0.04,13.9 ± 0.03,13.97 ± 0.03,13.86 ± 0.03,(0.34 ± 0.01) × 10⁻¹⁰,(0.47 ± 0.01) × 10⁻¹⁰,(0.61 ± 0.02) × 10⁻¹⁰,(0.32 ± 0.01) × 10⁻¹⁰,(3.08 ± 0.08) × 10⁻¹¹,(0.35 ± 0.01) × 10⁻¹⁰
MRK 501,00030793013,54238.23,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.06 ± 0.03,14.57 ± 0.03,13.91 ± 0.03,14.02 ± 0.03,14.02 ± 0.03,14.0 ± 0.03,(0.32 ± 0.01) × 10⁻¹⁰,(0.46 ± 0.01) × 10⁻¹⁰,(0.59 ± 0.02) × 10⁻¹⁰,(2.87 ± 0.08) × 10⁻¹¹,(2.93 ± 0.07) × 10⁻¹¹,(3.06 ± 0.09) × 10⁻¹¹
MRK 501,00030793014,54248.35,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.06 ± 0.04,14.55 ± 0.03,13.87 ± 0.04,14.0 ± 0.03,14.06 ± 0.03,13.99 ± 0.04,(3.15 ± 0.1) × 10⁻¹¹,(0.46 ± 0.01) × 10⁻¹⁰,(0.61 ± 0.02) × 10⁻¹⁰,(2.91 ± 0.09) × 10⁻¹¹,(2.82 ± 0.07) × 10⁻¹¹,(3.09 ± 0.1) × 10⁻¹¹
MRK 501,00030793015,54266.53,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.11 ± 0.03,14.6 ± 0.03,13.87 ± 0.03,14.05 ± 0.03,14.11 ± 0.03,14.01 ± 0.03,(3.03 ± 0.09) × 10⁻¹¹,(0.44 ± 0.01) × 10⁻¹⁰,(0.61 ± 0.02) × 10⁻¹⁰,(2.79 ± 0.08) × 10⁻¹¹,(2.69 ± 0.07) × 10⁻¹¹,(3.04 ± 0.1) × 10⁻¹¹
MRK 501,00030793016,54273.25,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.07 ± 0.03,14.61 ± 0.03,13.9 ± 0.03,14.08 ± 0.03,14.09 ± 0.03,14.05 ± 0.03,(3.15 ± 0.09) × 10⁻¹¹,(0.44 ± 0.01) × 10⁻¹⁰,(0.6 ± 0.02) × 10⁻¹⁰,(2.71 ± 0.07) × 10⁻¹¹,(2.74 ± 0.06) × 10⁻¹¹,(2.93 ± 0.08) × 10⁻¹¹
MRK 501,00030793017,54553.27,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.1 ± 0.03,14.61 ± 0.03,13.88 ± 0.03,14.02 ± 0.03,14.1 ± 0.03,14.06 ± 0.03,(3.04 ± 0.09) × 10⁻¹¹,(0.44 ± 0.01) × 10⁻¹⁰,(0.61 ± 0.02) × 10⁻¹⁰,(2.86 ± 0.07) × 10⁻¹¹,(2.71 ± 0.06) × 10⁻¹¹,(2.92 ± 0.09) × 10⁻¹¹
MRK 501,00030793018,54556.29,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.12 ± 0.04,14.62 ± 0.03,13.88 ± 0.04,14.08 ± 0.03,14.1 ± 0.03,13.98 ± 0.04,(2.98 ± 0.1) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.6 ± 0.02) × 10⁻¹⁰,(2.7 ± 0.08) × 10⁻¹¹,(2.72 ± 0.07) × 10⁻¹¹,(3.14 ± 0.11) × 10⁻¹¹
MRK 501,00030793019,54559.17,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.17 ± 0.04,14.6 ± 0.03,13.89 ± 0.04,14.08 ± 0.03,14.11 ± 0.03,14.06 ± 0.04,(2.86 ± 0.09) × 10⁻¹¹,(0.44 ± 0.01) × 10⁻¹⁰,(0.6 ± 0.02) × 10⁻¹⁰,(2.7 ± 0.08) × 10⁻¹¹,(2.69 ± 0.07) × 10⁻¹¹,(2.91 ± 0.11) × 10⁻¹¹
MRK 501,00030793020,54559.46,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.15 ± 0.03,14.63 ± 0.03,13.87 ± 0.03,14.05 ± 0.03,14.11 ± 0.03,14.04 ± 0.03,(2.91 ± 0.08) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.61 ± 0.02) × 10⁻¹⁰,(2.78 ± 0.07) × 10⁻¹¹,(2.7 ± 0.06) × 10⁻¹¹,(2.97 ± 0.09) × 10⁻¹¹
MRK 501,00030793021,54562.12,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.11 ± 0.04,14.63 ± 0.03,13.9 ± 0.04,14.13 ± 0.04,14.13 ± 0.03,14.06 ± 0.04,(3.03 ± 0.1) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.6 ± 0.02) × 10⁻¹⁰,(2.6 ± 0.08) × 10⁻¹¹,(2.64 ± 0.07) × 10⁻¹¹,(2.91 ± 0.11) × 10⁻¹¹
MRK 501,00030793022,54562.44,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.08 ± 0.04,14.64 ± 0.03,13.92 ± 0.04,14.06 ± 0.03,14.13 ± 0.03,14.01 ± 0.04,(3.1 ± 0.1) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.77 ± 0.09) × 10⁻¹¹,(2.65 ± 0.07) × 10⁻¹¹,(3.06 ± 0.11) × 10⁻¹¹
MRK 501,00030793023,54565.3,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.16 ± 0.03,14.62 ± 0.03,13.9 ± 0.04,14.08 ± 0.03,14.12 ± 0.03,14.01 ± 0.04,(2.89 ± 0.09) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.59 ± 0.02) × 10⁻¹⁰,(2.71 ± 0.08) × 10⁻¹¹,(2.68 ± 0.07) × 10⁻¹¹,(3.05 ± 0.1) × 10⁻¹¹
MRK 501,00030793024,54568.28,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.11 ± 0.03,14.59 ± 0.03,13.9 ± 0.04,14.11 ± 0.03,14.12 ± 0.03,14.04 ± 0.04,(3.04 ± 0.1) × 10⁻¹¹,(0.45 ± 0.01) × 10⁻¹⁰,(0.59 ± 0.02) × 10⁻¹⁰,(2.63 ± 0.08) × 10⁻¹¹,(2.66 ± 0.07) × 10⁻¹¹,(2.95 ± 0.1) × 10⁻¹¹
MRK 501,00030793025,54571.3,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.16 ± 0.04,14.67 ± 0.03,13.9 ± 0.04,14.05 ± 0.03,14.1 ± 0.03,14.09 ± 0.04,(2.88 ± 0.1) × 10⁻¹¹,(0.41 ± 0.01) × 10⁻¹⁰,(0.59 ± 0.02) × 10⁻¹⁰,(2.8 ± 0.09) × 10⁻¹¹,(2.73 ± 0.07) × 10⁻¹¹,(2.82 ± 0.11) × 10⁻¹¹
MRK 501,00030793026,54580.25,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.16 ± 0.03,14.66 ± 0.03,13.92 ± 0.03,14.12 ± 0.03,14.16 ± 0.03,14.07 ± 0.03,(2.88 ± 0.08) × 10⁻¹¹,(0.42 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.6 ± 0.07) × 10⁻¹¹,(2.57 ± 0.06) × 10⁻¹¹,(2.87 ± 0.09) × 10⁻¹¹
MRK 501,00030793027,54583.09,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.15 ± 0.03,14.68 ± 0.03,13.91 ± 0.03,14.15 ± 0.03,14.16 ± 0.03,14.09 ± 0.03,(2.9 ± 0.08) × 10⁻¹¹,(0.41 ± 0.01) × 10⁻¹⁰,(0.59 ± 0.02) × 10⁻¹⁰,(2.54 ± 0.07) × 10⁻¹¹,(2.58 ± 0.06) × 10⁻¹¹,(2.84 ± 0.09) × 10⁻¹¹
MRK 501,00030793028,54583.42,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.22 ± 0.03,14.68 ± 0.03,13.93 ± 0.03,14.14 ± 0.03,14.2 ± 0.03,14.08 ± 0.03,(2.74 ± 0.08) × 10⁻¹¹,(0.41 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.56 ± 0.07) × 10⁻¹¹,(2.49 ± 0.06) × 10⁻¹¹,(2.87 ± 0.09) × 10⁻¹¹
MRK 501,00030793029,54586.1,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.14 ± 0.03,14.65 ± 0.03,13.93 ± 0.03,14.13 ± 0.03,14.2 ± 0.03,14.07 ± 0.03,(2.93 ± 0.08) × 10⁻¹¹,(0.42 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.59 ± 0.07) × 10⁻¹¹,(2.5 ± 0.06) × 10⁻¹¹,(2.88 ± 0.08) × 10⁻¹¹
MRK 501,00030793030,54586.37,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.17 ± 0.03,14.65 ± 0.03,13.94 ± 0.03,14.1 ± 0.03,14.14 ± 0.03,14.03 ± 0.03,(2.85 ± 0.08) × 10⁻¹¹,(0.42 ± 0.01) × 10⁻¹⁰,(0.57 ± 0.02) × 10⁻¹⁰,(2.66 ± 0.07) × 10⁻¹¹,(2.63 ± 0.06) × 10⁻¹¹,(3.0 ± 0.09) × 10⁻¹¹
MRK 501,00030793031,54589.12,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.12 ± 0.03,14.62 ± 0.03,13.88 ± 0.03,14.12 ± 0.03,14.13 ± 0.03,14.0 ± 0.03,(3.0 ± 0.08) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.61 ± 0.02) × 10⁻¹⁰,(2.62 ± 0.07) × 10⁻¹¹,(2.65 ± 0.06) × 10⁻¹¹,(3.06 ± 0.09) × 10⁻¹¹
MRK 501,00030793032,54589.39,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.14 ± 0.03,14.62 ± 0.03,13.93 ± 0.03,14.1 ± 0.03,14.15 ± 0.03,14.05 ± 0.03,(2.93 ± 0.08) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.65 ± 0.07) × 10⁻¹¹,(2.61 ± 0.06) × 10⁻¹¹,(2.94 ± 0.08) × 10⁻¹¹
MRK 501,00030793034,54592.4,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.16 ± 0.03,14.62 ± 0.03,13.93 ± 0.03,14.12 ± 0.03,14.16 ± 0.03,14.12 ± 0.03,(2.88 ± 0.08) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.61 ± 0.07) × 10⁻¹¹,(2.58 ± 0.06) × 10⁻¹¹,(2.76 ± 0.08) × 10⁻¹¹
MRK 501,00030793035,54598.15,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.15 ± 0.03,14.63 ± 0.03,13.9 ± 0.03,14.09 ± 0.03,14.14 ± 0.03,14.07 ± 0.03,(2.92 ± 0.08) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.59 ± 0.02) × 10⁻¹⁰,(2.68 ± 0.07) × 10⁻¹¹,(2.63 ± 0.06) × 10⁻¹¹,(2.89 ± 0.08) × 10⁻¹¹
MRK 501,00030793036,54598.43,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.22 ± 0.03,14.65 ± 0.03,13.94 ± 0.03,14.16 ± 0.03,14.2 ± 0.03,14.13 ± 0.03,(2.72 ± 0.08) × 10⁻¹¹,(0.42 ± 0.01) × 10⁻¹⁰,(0.57 ± 0.02) × 10⁻¹⁰,(2.51 ± 0.07) × 10⁻¹¹,(2.49 ± 0.06) × 10⁻¹¹,(2.72 ± 0.08) × 10⁻¹¹
MRK 501,00030793037,54913.15,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.16 ± 0.03,14.64 ± 0.02,13.92 ± 0.03,14.11 ± 0.03,14.13 ± 0.02,14.04 ± 0.03,(2.9 ± 0.08) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.58 ± 0.02) × 10⁻¹⁰,(2.63 ± 0.06) × 10⁻¹¹,(2.65 ± 0.06) × 10⁻¹¹,(2.95 ± 0.08) × 10⁻¹¹
MRK 501,00030793038,54914.21,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.28 ± 0.03,14.76 ± 0.03,14.04 ± 0.03,14.35 ± 0.03,14.54 ± 0.03,14.31 ± 0.03,(2.58 ± 0.07) × 10⁻¹¹,(0.38 ± 0.01) × 10⁻¹⁰,(0.52 ± 0.02) × 10⁻¹⁰,(2.11 ± 0.05) × 10⁻¹¹,(1.81 ± 0.04) × 10⁻¹¹,(2.32 ± 0.06) × 10⁻¹¹
MRK 501,00030793039,54915.16,253.46757,39.76017,16 53 52.2168,39 45 36.612,14.12 ± 0.03,14.62 ± 0.03,13.9 ± 0.03,14.1 ± 0.03,14.12 ± 0.02,14.05 ± 0.03,(2.99 ± 0.08) × 10⁻¹¹,(0.43 ± 0.01) × 10⁻¹⁰,(0.59 ± 0.02) × 10⁻¹⁰,(2.67 ± 0.07) × 10⁻¹¹,(2.67 ± 0.06) × 10⁻¹¹,(2.93 ± 0.08) × 10⁻¹¹
MRK 501,00030793040,54918.17,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.08 ± 0.03,14.14 ± 0.03,14.08 ± 0.03,-,-,-,(2.7 ± 0.08) × 10⁻¹¹,(2.62 ± 0.07) × 10⁻¹¹,(2.85 ± 0.09) × 10⁻¹¹
MRK 501,00030793041,54923.1,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,13.91 ± 0.03,13.93 ± 0.03,13.88 ± 0.03,-,-,-,(3.16 ± 0.08) × 10⁻¹¹,(0.32 ± 0.01) × 10⁻¹⁰,(0.34 ± 0.01) × 10⁻¹⁰
MRK 501,00030793042,54929.09,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,13.96 ± 0.02,13.98 ± 0.02,13.93 ± 0.03,-,-,-,(3.04 ± 0.07) × 10⁻¹¹,(3.03 ± 0.07) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹⁰
MRK 501,00030793043,54935.05,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,13.89 ± 0.03,13.94 ± 0.03,13.89 ± 0.03,-,-,-,(0.32 ± 0.01) × 10⁻¹⁰,(3.14 ± 0.07) × 10⁻¹¹,(0.34 ± 0.01) × 10⁻¹⁰
MRK 501,00030793044,54941.07,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,13.95 ± 0.04,13.91 ± 0.02,13.85 ± 0.03,-,-,-,(3.06 ± 0.1) × 10⁻¹¹,(0.32 ± 0.01) × 10⁻¹⁰,(0.35 ± 0.01) × 10⁻¹⁰
MRK 501,00030793045,54946.08,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,13.85 ± 0.02,13.89 ± 0.02,13.81 ± 0.03,-,-,-,(0.34 ± 0.01) × 10⁻¹⁰,(0.33 ± 0.01) × 10⁻¹⁰,(0.37 ± 0.01) × 10⁻¹⁰
MRK 501,00030793046,54951.04,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.01 ± 0.03,14.07 ± 0.03,13.95 ± 0.03,-,-,-,(2.88 ± 0.07) × 10⁻¹¹,(2.8 ± 0.07) × 10⁻¹¹,(0.32 ± 0.01) × 10⁻¹⁰
MRK 501,00030793047,54952.77,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.15 ± 0.02,14.07 ± 0.04,-,-,-,-,(2.6 ± 0.06) × 10⁻¹¹,(2.87 ± 0.1) × 10⁻¹¹
MRK 501,00030793048,54953.37,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.14 ± 0.02,14.03 ± 0.04,-,-,-,-,(2.62 ± 0.06) × 10⁻¹¹,(2.98 ± 0.11) × 10⁻¹¹
MRK 501,00030793049,54953.7,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.13 ± 0.02,14.04 ± 0.04,-,-,-,-,(2.65 ± 0.06) × 10⁻¹¹,(2.96 ± 0.1) × 10⁻¹¹
MRK 501,00030793050,54954.37,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.16 ± 0.02,14.11 ± 0.04,-,-,-,-,(2.57 ± 0.05) × 10⁻¹¹,(2.79 ± 0.1) × 10⁻¹¹
MRK 501,00030793051,54954.71,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.15 ± 0.02,14.04 ± 0.04,-,-,-,-,(2.61 ± 0.06) × 10⁻¹¹,(2.97 ± 0.1) × 10⁻¹¹
MRK 501,00030793052,54955.38,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.13 ± 0.02,14.02 ± 0.04,-,-,-,-,(2.64 ± 0.06) × 10⁻¹¹,(3.02 ± 0.1) × 10⁻¹¹
MRK 501,00030793053,54957.06,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.05 ± 0.03,14.08 ± 0.03,14.04 ± 0.03,-,-,-,(2.78 ± 0.07) × 10⁻¹¹,(2.77 ± 0.07) × 10⁻¹¹,(2.96 ± 0.08) × 10⁻¹¹
MRK 501,00030793054,54962.01,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.05 ± 0.03,14.08 ± 0.03,14.03 ± 0.03,-,-,-,(2.77 ± 0.08) × 10⁻¹¹,(2.77 ± 0.06) × 10⁻¹¹,(2.99 ± 0.08) × 10⁻¹¹
MRK 501,00030793055,54963.42,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.14 ± 0.03,14.01 ± 0.04,-,-,-,-,(2.63 ± 0.06) × 10⁻¹¹,(3.03 ± 0.1) × 10⁻¹¹
MRK 501,00030793056,54963.89,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.24 ± 0.02,14.2 ± 0.03,-,-,-,-,(2.4 ± 0.05) × 10⁻¹¹,(2.56 ± 0.06) × 10⁻¹¹
MRK 501,00030793057,54964.41,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.17 ± 0.02,14.09 ± 0.04,-,-,-,-,(2.56 ± 0.05) × 10⁻¹¹,(2.82 ± 0.1) × 10⁻¹¹
MRK 501,00030793058,54964.91,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.07 ± 0.05,14.14 ± 0.04,14.1 ± 0.05,-,-,-,(2.72 ± 0.12) × 10⁻¹¹,(2.62 ± 0.11) × 10⁻¹¹,(2.81 ± 0.14) × 10⁻¹¹
MRK 501,00030793059,54965.42,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.13 ± 0.03,14.21 ± 0.03,14.14 ± 0.03,-,-,-,(2.58 ± 0.07) × 10⁻¹¹,(2.47 ± 0.06) × 10⁻¹¹,(2.7 ± 0.08) × 10⁻¹¹
MRK 501,00030793060,54966.06,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.16 ± 0.02,14.22 ± 0.02,14.16 ± 0.03,-,-,-,(2.51 ± 0.06) × 10⁻¹¹,(2.44 ± 0.06) × 10⁻¹¹,(2.66 ± 0.07) × 10⁻¹¹
MRK 501,00030793061,54970.34,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.11 ± 0.04,14.17 ± 0.03,14.09 ± 0.04,-,-,-,(2.64 ± 0.09) × 10⁻¹¹,(2.55 ± 0.08) × 10⁻¹¹,(2.82 ± 0.1) × 10⁻¹¹
MRK 501,00030793062,54976.33,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.1 ± 0.02,14.11 ± 0.02,14.06 ± 0.03,-,-,-,(2.66 ± 0.06) × 10⁻¹¹,(2.7 ± 0.06) × 10⁻¹¹,(2.9 ± 0.07) × 10⁻¹¹
MRK 501,00030793063,54976.87,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.08 ± 0.02,14.01 ± 0.03,-,-,-,-,(2.78 ± 0.06) × 10⁻¹¹,(3.03 ± 0.07) × 10⁻¹¹
MRK 501,00030793064,54977.33,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.42 ± 0.02,14.31 ± 0.04,-,-,-,-,(2.03 ± 0.04) × 10⁻¹¹,(2.32 ± 0.08) × 10⁻¹¹
MRK 501,00030793065,54977.6,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.09 ± 0.02,14.0 ± 0.03,-,-,-,-,(2.76 ± 0.06) × 10⁻¹¹,(3.06 ± 0.1) × 10⁻¹¹
MRK 501,00030793066,54977.74,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,-,14.08 ± 0.02,14.0 ± 0.03,-,-,-,-,(2.78 ± 0.06) × 10⁻¹¹,(3.08 ± 0.08) × 10⁻¹¹
MRK 501,00030793068,54978.41,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.07 ± 0.03,14.11 ± 0.03,14.04 ± 0.03,-,-,-,(2.73 ± 0.07) × 10⁻¹¹,(2.71 ± 0.07) × 10⁻¹¹,(2.96 ± 0.08) × 10⁻¹¹
MRK 501,00030793069,54979.49,253.46757,39.76017,16 53 52.2168,39 45 36.612,-,-,-,14.0 ± 0.03,14.02 ± 0.03,13.96 ± 0.03,-,-,-,(2.92 ± 0.08) × 10⁻¹¹,(2.92 ± 0.08) × 10⁻¹¹,(0.32 ± 0.01) × 10⁻¹⁰
