Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
ON 231,00035018020,54898.21,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.01 ± 0.03,14.86 ± 0.03,14.43 ± 0.03,14.03 ± 0.03,14.12 ± 0.02,13.97 ± 0.03,(0.34 ± 0.01) × 10⁻¹⁰,(0.35 ± 0.01) × 10⁻¹⁰,(0.37 ± 0.01) × 10⁻¹⁰,(2.92 ± 0.07) × 10⁻¹¹,(2.76 ± 0.06) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹⁰
ON 231,00035018021,54912.34,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.4 ± 0.03,15.18 ± 0.03,14.76 ± 0.03,14.44 ± 0.03,14.58 ± 0.03,14.4 ± 0.03,(2.36 ± 0.06) × 10⁻¹¹,(2.63 ± 0.07) × 10⁻¹¹,(2.72 ± 0.09) × 10⁻¹¹,(2.0 ± 0.05) × 10⁻¹¹,(1.81 ± 0.04) × 10⁻¹¹,(2.2 ± 0.06) × 10⁻¹¹
ON 231,00035018022,54919.3,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.52 ± 0.03,15.35 ± 0.03,14.84 ± 0.04,14.53 ± 0.03,14.68 ± 0.03,14.53 ± 0.04,(2.12 ± 0.07) × 10⁻¹¹,(2.24 ± 0.07) × 10⁻¹¹,(2.53 ± 0.1) × 10⁻¹¹,(1.84 ± 0.05) × 10⁻¹¹,(1.66 ± 0.04) × 10⁻¹¹,(1.95 ± 0.07) × 10⁻¹¹
ON 231,00035018023,54926.32,185.38204,28.23292,12 21 31.6896,28 13 58.512,-,-,-,14.08 ± 0.03,-,-,-,-,-,(2.79 ± 0.07) × 10⁻¹¹,-,-
ON 231,00035018024,54933.28,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.02 ± 0.03,14.89 ± 0.03,14.47 ± 0.04,14.03 ± 0.03,14.17 ± 0.03,14.03 ± 0.03,(0.34 ± 0.01) × 10⁻¹⁰,(0.34 ± 0.01) × 10⁻¹⁰,(0.36 ± 0.01) × 10⁻¹⁰,(2.91 ± 0.08) × 10⁻¹¹,(2.63 ± 0.06) × 10⁻¹¹,(3.09 ± 0.09) × 10⁻¹¹
ON 231,00090093001,54934.62,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.2 ± 0.03,14.94 ± 0.03,14.45 ± 0.04,14.18 ± 0.02,-,-,(2.85 ± 0.07) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹⁰,(0.36 ± 0.01) × 10⁻¹⁰,(2.54 ± 0.06) × 10⁻¹¹,-,-
ON 231,00090093002,54966.08,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.31 ± 0.03,15.15 ± 0.03,14.7 ± 0.05,14.3 ± 0.02,-,-,(2.57 ± 0.06) × 10⁻¹¹,(2.7 ± 0.07) × 10⁻¹¹,(2.88 ± 0.12) × 10⁻¹¹,(2.27 ± 0.05) × 10⁻¹¹,-,-
ON 231,00090093003,54974.14,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.47 ± 0.03,15.26 ± 0.03,14.81 ± 0.03,14.52 ± 0.02,-,-,(2.21 ± 0.05) × 10⁻¹¹,(2.44 ± 0.06) × 10⁻¹¹,(2.59 ± 0.08) × 10⁻¹¹,(1.85 ± 0.04) × 10⁻¹¹,-,-
ON 231,00035018025,55175.8,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.65 ± 0.04,15.43 ± 0.04,15.04 ± 0.06,14.68 ± 0.04,14.76 ± 0.04,14.62 ± 0.05,(1.87 ± 0.08) × 10⁻¹¹,(2.09 ± 0.08) × 10⁻¹¹,(2.11 ± 0.12) × 10⁻¹¹,(1.6 ± 0.06) × 10⁻¹¹,(1.53 ± 0.05) × 10⁻¹¹,(1.8 ± 0.08) × 10⁻¹¹
ON 231,00035018026,55230.04,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.02 ± 0.04,15.73 ± 0.03,15.39 ± 0.05,15.0 ± 0.04,15.16 ± 0.03,15.06 ± 0.04,(1.34 ± 0.05) × 10⁻¹¹,(1.59 ± 0.05) × 10⁻¹¹,(1.53 ± 0.07) × 10⁻¹¹,(1.2 ± 0.04) × 10⁻¹¹,(1.06 ± 0.03) × 10⁻¹¹,(1.2 ± 0.05) × 10⁻¹¹
ON 231,00035018027,55237.27,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.01 ± 0.04,15.82 ± 0.04,15.37 ± 0.05,15.05 ± 0.04,15.12 ± 0.03,15.03 ± 0.04,(1.35 ± 0.05) × 10⁻¹¹,(1.46 ± 0.05) × 10⁻¹¹,(1.56 ± 0.07) × 10⁻¹¹,(1.14 ± 0.04) × 10⁻¹¹,(1.1 ± 0.03) × 10⁻¹¹,(1.24 ± 0.04) × 10⁻¹¹
ON 231,00035018028,55245.84,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.15 ± 0.04,15.91 ± 0.04,15.46 ± 0.05,15.12 ± 0.04,15.32 ± 0.03,15.19 ± 0.04,(1.18 ± 0.04) × 10⁻¹¹,(1.34 ± 0.04) × 10⁻¹¹,(1.43 ± 0.06) × 10⁻¹¹,(1.07 ± 0.03) × 10⁻¹¹,(0.92 ± 0.03) × 10⁻¹¹,(1.06 ± 0.04) × 10⁻¹¹
ON 231,00035018029,55251.66,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.98 ± 0.03,15.72 ± 0.03,15.23 ± 0.04,15.01 ± 0.03,15.17 ± 0.03,15.04 ± 0.04,(1.39 ± 0.04) × 10⁻¹¹,(1.6 ± 0.05) × 10⁻¹¹,(1.76 ± 0.07) × 10⁻¹¹,(1.18 ± 0.04) × 10⁻¹¹,(1.05 ± 0.03) × 10⁻¹¹,(1.23 ± 0.04) × 10⁻¹¹
ON 231,00035018031,55265.72,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.27 ± 0.04,16.11 ± 0.04,15.63 ± 0.06,15.33 ± 0.04,15.55 ± 0.04,15.29 ± 0.05,(1.06 ± 0.04) × 10⁻¹¹,(1.12 ± 0.04) × 10⁻¹¹,(1.22 ± 0.06) × 10⁻¹¹,(0.88 ± 0.03) × 10⁻¹¹,(0.74 ± 0.02) × 10⁻¹¹,(0.97 ± 0.04) × 10⁻¹¹
ON 231,00035018032,55272.34,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.61 ± 0.03,15.46 ± 0.03,15.17 ± 0.05,14.6 ± 0.03,14.66 ± 0.03,14.59 ± 0.04,(1.95 ± 0.06) × 10⁻¹¹,(2.03 ± 0.06) × 10⁻¹¹,(1.87 ± 0.08) × 10⁻¹¹,(1.72 ± 0.05) × 10⁻¹¹,(1.68 ± 0.04) × 10⁻¹¹,(1.85 ± 0.06) × 10⁻¹¹
ON 231,00035018033,55279.91,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.76 ± 0.03,15.55 ± 0.03,15.23 ± 0.04,14.7 ± 0.03,14.91 ± 0.03,14.79 ± 0.04,(1.69 ± 0.05) × 10⁻¹¹,(1.86 ± 0.06) × 10⁻¹¹,(1.77 ± 0.07) × 10⁻¹¹,(1.57 ± 0.05) × 10⁻¹¹,(1.33 ± 0.04) × 10⁻¹¹,(1.54 ± 0.05) × 10⁻¹¹
ON 231,00035018034,55286.01,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.68 ± 0.03,15.51 ± 0.03,15.17 ± 0.05,14.64 ± 0.03,14.77 ± 0.03,14.66 ± 0.04,(1.83 ± 0.06) × 10⁻¹¹,(1.94 ± 0.06) × 10⁻¹¹,(1.86 ± 0.08) × 10⁻¹¹,(1.65 ± 0.05) × 10⁻¹¹,(1.52 ± 0.04) × 10⁻¹¹,(1.73 ± 0.06) × 10⁻¹¹
ON 231,00035018035,55293.82,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.7 ± 0.04,15.56 ± 0.03,15.12 ± 0.05,14.65 ± 0.03,14.8 ± 0.03,14.63 ± 0.04,(1.79 ± 0.06) × 10⁻¹¹,(1.85 ± 0.06) × 10⁻¹¹,(1.96 ± 0.08) × 10⁻¹¹,(1.64 ± 0.05) × 10⁻¹¹,(1.48 ± 0.04) × 10⁻¹¹,(1.78 ± 0.06) × 10⁻¹¹
ON 231,00035018036,55300.45,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.77 ± 0.03,15.54 ± 0.03,15.16 ± 0.04,14.73 ± 0.03,14.94 ± 0.03,14.8 ± 0.04,(1.68 ± 0.05) × 10⁻¹¹,(1.88 ± 0.05) × 10⁻¹¹,(1.87 ± 0.07) × 10⁻¹¹,(1.53 ± 0.04) × 10⁻¹¹,(1.3 ± 0.03) × 10⁻¹¹,(1.53 ± 0.05) × 10⁻¹¹
ON 231,00035018037,55307.62,185.38204,28.23292,12 21 31.6896,28 13 58.512,-,-,-,14.9 ± 0.03,-,-,-,-,-,(1.3 ± 0.04) × 10⁻¹¹,-,-
ON 231,00035018038,55314.92,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.87 ± 0.03,15.64 ± 0.03,15.24 ± 0.04,14.88 ± 0.03,15.0 ± 0.03,14.89 ± 0.03,(1.53 ± 0.05) × 10⁻¹¹,(1.72 ± 0.05) × 10⁻¹¹,(1.75 ± 0.07) × 10⁻¹¹,(1.33 ± 0.04) × 10⁻¹¹,(1.22 ± 0.03) × 10⁻¹¹,(1.4 ± 0.04) × 10⁻¹¹
ON 231,00035018039,55335.51,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.88 ± 0.04,15.71 ± 0.04,15.2 ± 0.05,15.0 ± 0.04,15.22 ± 0.03,15.08 ± 0.04,(1.51 ± 0.05) × 10⁻¹¹,(1.62 ± 0.05) × 10⁻¹¹,(1.81 ± 0.08) × 10⁻¹¹,(1.2 ± 0.04) × 10⁻¹¹,(1.0 ± 0.03) × 10⁻¹¹,(1.18 ± 0.05) × 10⁻¹¹
ON 231,00035018040,55356.71,185.38204,28.23292,12 21 31.6896,28 13 58.512,14.31 ± 0.03,15.18 ± 0.03,14.82 ± 0.04,14.25 ± 0.03,14.38 ± 0.03,14.3 ± 0.03,(2.58 ± 0.07) × 10⁻¹¹,(2.63 ± 0.07) × 10⁻¹¹,(2.57 ± 0.09) × 10⁻¹¹,(2.37 ± 0.06) × 10⁻¹¹,(2.16 ± 0.05) × 10⁻¹¹,(2.41 ± 0.07) × 10⁻¹¹
ON 231,00035018041,55599.97,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.28 ± 0.04,16.06 ± 0.04,15.51 ± 0.05,15.31 ± 0.04,15.53 ± 0.03,15.36 ± 0.05,(1.05 ± 0.04) × 10⁻¹¹,(1.17 ± 0.04) × 10⁻¹¹,(1.37 ± 0.07) × 10⁻¹¹,(0.89 ± 0.03) × 10⁻¹¹,(0.75 ± 0.02) × 10⁻¹¹,(0.91 ± 0.04) × 10⁻¹¹
ON 231,00035018042,55605.53,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.16 ± 0.04,15.85 ± 0.04,15.38 ± 0.05,15.17 ± 0.04,15.36 ± 0.03,15.15 ± 0.08,(1.18 ± 0.04) × 10⁻¹¹,(1.42 ± 0.05) × 10⁻¹¹,(1.53 ± 0.07) × 10⁻¹¹,(1.02 ± 0.03) × 10⁻¹¹,(0.88 ± 0.03) × 10⁻¹¹,(1.11 ± 0.08) × 10⁻¹¹
ON 231,00035018043,55612.69,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.2 ± 0.04,15.99 ± 0.04,15.44 ± 0.05,15.28 ± 0.04,15.47 ± 0.03,15.31 ± 0.04,(1.13 ± 0.04) × 10⁻¹¹,(1.25 ± 0.04) × 10⁻¹¹,(1.45 ± 0.06) × 10⁻¹¹,(0.92 ± 0.03) × 10⁻¹¹,(0.79 ± 0.02) × 10⁻¹¹,(0.96 ± 0.04) × 10⁻¹¹
ON 231,00035018044,55626.6,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.12 ± 0.04,15.94 ± 0.04,15.46 ± 0.05,15.15 ± 0.04,15.37 ± 0.03,15.22 ± 0.04,(1.21 ± 0.04) × 10⁻¹¹,(1.3 ± 0.04) × 10⁻¹¹,(1.43 ± 0.06) × 10⁻¹¹,(1.04 ± 0.04) × 10⁻¹¹,(0.88 ± 0.03) × 10⁻¹¹,(1.03 ± 0.04) × 10⁻¹¹
ON 231,00035018045,55636.33,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.41 ± 0.06,16.1 ± 0.06,15.54 ± 0.07,15.36 ± 0.06,15.82 ± 0.05,15.53 ± 0.07,(0.93 ± 0.05) × 10⁻¹¹,(1.13 ± 0.06) × 10⁻¹¹,(1.33 ± 0.09) × 10⁻¹¹,(0.86 ± 0.04) × 10⁻¹¹,(0.57 ± 0.03) × 10⁻¹¹,(0.78 ± 0.05) × 10⁻¹¹
ON 231,00035018046,55641.27,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.45 ± 0.04,16.26 ± 0.04,15.73 ± 0.05,15.55 ± 0.04,15.71 ± 0.03,15.6 ± 0.05,(0.9 ± 0.03) × 10⁻¹¹,(0.97 ± 0.04) × 10⁻¹¹,(1.11 ± 0.05) × 10⁻¹¹,(0.72 ± 0.03) × 10⁻¹¹,(0.64 ± 0.02) × 10⁻¹¹,(0.73 ± 0.03) × 10⁻¹¹
ON 231,00035018047,55647.42,185.38204,28.23292,12 21 31.6896,28 13 58.512,15.25 ± 0.04,16.0 ± 0.04,15.52 ± 0.05,15.21 ± 0.04,15.41 ± 0.03,15.19 ± 0.04,(1.08 ± 0.04) × 10⁻¹¹,(1.24 ± 0.04) × 10⁻¹¹,(1.35 ± 0.06) × 10⁻¹¹,(0.98 ± 0.03) × 10⁻¹¹,(0.84 ± 0.02) × 10⁻¹¹,(1.06 ± 0.04) × 10⁻¹¹
