Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
1H 0323+342,00036533009,54462.32,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.47 ± 0.04,16.3 ± 0.04,-,15.69 ± 0.04,15.81 ± 0.04,-,(2.04 ± 0.08) × 10⁻¹¹,(1.86 ± 0.07) × 10⁻¹¹,-,(1.94 ± 0.08) × 10⁻¹¹,(2.33 ± 0.09) × 10⁻¹¹,-
1H 0323+342,00036533010,54469.23,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.48 ± 0.04,16.31 ± 0.04,15.79 ± 0.06,15.64 ± 0.04,15.87 ± 0.04,16.01 ± 0.05,(2.02 ± 0.08) × 10⁻¹¹,(1.84 ± 0.07) × 10⁻¹¹,(1.77 ± 0.09) × 10⁻¹¹,(2.04 ± 0.08) × 10⁻¹¹,(2.22 ± 0.07) × 10⁻¹¹,(2.41 ± 0.12) × 10⁻¹¹
1H 0323+342,00036533011,54479.39,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.4 ± 0.04,16.29 ± 0.04,15.7 ± 0.05,15.6 ± 0.04,15.72 ± 0.03,15.85 ± 0.05,(2.18 ± 0.08) × 10⁻¹¹,(1.88 ± 0.08) × 10⁻¹¹,(1.92 ± 0.09) × 10⁻¹¹,(2.12 ± 0.08) × 10⁻¹¹,(2.55 ± 0.08) × 10⁻¹¹,(2.8 ± 0.13) × 10⁻¹¹
1H 0323+342,00036533012,54786.8,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.57 ± 0.04,16.38 ± 0.03,15.78 ± 0.04,15.88 ± 0.04,16.11 ± 0.03,16.23 ± 0.05,(1.86 ± 0.06) × 10⁻¹¹,(1.74 ± 0.06) × 10⁻¹¹,(1.78 ± 0.07) × 10⁻¹¹,(1.64 ± 0.06) × 10⁻¹¹,(1.78 ± 0.05) × 10⁻¹¹,(1.96 ± 0.08) × 10⁻¹¹
1H 0323+342,00036533013,55036.2,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.25 ± 0.05,16.18 ± 0.05,15.68 ± 0.07,15.51 ± 0.05,15.62 ± 0.04,15.74 ± 0.06,(2.5 ± 0.11) × 10⁻¹¹,(2.09 ± 0.1) × 10⁻¹¹,(1.95 ± 0.13) × 10⁻¹¹,(2.3 ± 0.11) × 10⁻¹¹,(2.79 ± 0.11) × 10⁻¹¹,(3.1 ± 0.17) × 10⁻¹¹
1H 0323+342,00036533014,55039.45,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.35 ± 0.04,16.18 ± 0.05,15.61 ± 0.06,15.55 ± 0.05,15.74 ± 0.04,15.86 ± 0.06,(2.28 ± 0.09) × 10⁻¹¹,(2.09 ± 0.09) × 10⁻¹¹,(2.09 ± 0.12) × 10⁻¹¹,(2.22 ± 0.1) × 10⁻¹¹,(2.51 ± 0.09) × 10⁻¹¹,(2.76 ± 0.16) × 10⁻¹¹
1H 0323+342,00036533015,55042.46,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.2 ± 0.04,16.13 ± 0.04,15.64 ± 0.05,15.48 ± 0.04,15.69 ± 0.03,15.82 ± 0.05,(2.61 ± 0.09) × 10⁻¹¹,(2.18 ± 0.07) × 10⁻¹¹,(2.03 ± 0.1) × 10⁻¹¹,(2.36 ± 0.08) × 10⁻¹¹,(2.61 ± 0.08) × 10⁻¹¹,(2.88 ± 0.12) × 10⁻¹¹
1H 0323+342,00036533016,55045.1,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.29 ± 0.05,16.18 ± 0.05,15.56 ± 0.06,15.54 ± 0.05,15.72 ± 0.04,15.85 ± 0.06,(2.4 ± 0.1) × 10⁻¹¹,(2.08 ± 0.1) × 10⁻¹¹,(2.18 ± 0.13) × 10⁻¹¹,(2.24 ± 0.1) × 10⁻¹¹,(2.54 ± 0.1) × 10⁻¹¹,(2.8 ± 0.15) × 10⁻¹¹
1H 0323+342,00036533017,55048.08,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.31 ± 0.03,16.18 ± 0.03,15.74 ± 0.05,15.55 ± 0.04,15.81 ± 0.03,15.92 ± 0.04,(2.37 ± 0.08) × 10⁻¹¹,(2.09 ± 0.07) × 10⁻¹¹,(1.84 ± 0.08) × 10⁻¹¹,(2.22 ± 0.07) × 10⁻¹¹,(2.35 ± 0.07) × 10⁻¹¹,(2.63 ± 0.11) × 10⁻¹¹
1H 0323+342,00036533018,55051.63,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.41 ± 0.07,16.41 ± 0.08,15.58 ± 0.09,15.72 ± 0.07,15.85 ± 0.06,16.21 ± 0.13,(2.16 ± 0.13) × 10⁻¹¹,(1.69 ± 0.12) × 10⁻¹¹,(2.13 ± 0.18) × 10⁻¹¹,(1.89 ± 0.13) × 10⁻¹¹,(2.27 ± 0.12) × 10⁻¹¹,(2.01 ± 0.25) × 10⁻¹¹
1H 0323+342,00090415001,55497.94,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.2 ± 0.03,16.09 ± 0.03,15.6 ± 0.05,15.47 ± 0.04,15.75 ± 0.03,15.75 ± 0.08,(2.61 ± 0.08) × 10⁻¹¹,(2.25 ± 0.07) × 10⁻¹¹,(2.11 ± 0.09) × 10⁻¹¹,(2.38 ± 0.08) × 10⁻¹¹,(2.47 ± 0.07) × 10⁻¹¹,(3.06 ± 0.23) × 10⁻¹¹
1H 0323+342,00090415002,55498.14,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.23 ± 0.03,16.11 ± 0.03,15.57 ± 0.05,15.55 ± 0.04,15.87 ± 0.03,15.93 ± 0.05,(2.54 ± 0.08) × 10⁻¹¹,(2.23 ± 0.07) × 10⁻¹¹,(2.16 ± 0.09) × 10⁻¹¹,(2.22 ± 0.08) × 10⁻¹¹,(2.22 ± 0.07) × 10⁻¹¹,(2.61 ± 0.11) × 10⁻¹¹
1H 0323+342,00090415003,55499.14,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.24 ± 0.03,16.09 ± 0.03,15.59 ± 0.04,15.47 ± 0.03,15.67 ± 0.03,15.77 ± 0.04,(2.52 ± 0.08) × 10⁻¹¹,(2.26 ± 0.07) × 10⁻¹¹,(2.12 ± 0.09) × 10⁻¹¹,(2.38 ± 0.08) × 10⁻¹¹,(2.67 ± 0.08) × 10⁻¹¹,(3.02 ± 0.12) × 10⁻¹¹
1H 0323+342,00090415004,55500.62,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.64 ± 0.03,-,15.73 ± 0.03,-,-,-,(2.03 ± 0.05) × 10⁻¹¹,-,(2.52 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415006,55502.22,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.26 ± 0.03,16.2 ± 0.03,15.65 ± 0.05,15.51 ± 0.04,15.78 ± 0.03,15.87 ± 0.04,(2.48 ± 0.08) × 10⁻¹¹,(2.04 ± 0.07) × 10⁻¹¹,(2.0 ± 0.08) × 10⁻¹¹,(2.3 ± 0.08) × 10⁻¹¹,(2.42 ± 0.07) × 10⁻¹¹,(2.75 ± 0.11) × 10⁻¹¹
1H 0323+342,00090415007,55503.43,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.66 ± 0.03,-,15.77 ± 0.03,-,-,-,(1.98 ± 0.05) × 10⁻¹¹,-,(2.43 ± 0.06) × 10⁻¹¹,-
1H 0323+342,00090415008,55504.91,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.65 ± 0.03,-,15.8 ± 0.03,-,-,-,(2.0 ± 0.05) × 10⁻¹¹,-,(2.37 ± 0.06) × 10⁻¹¹,-
1H 0323+342,00090415009,55505.91,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.78 ± 0.03,-,15.97 ± 0.03,-,-,-,(1.78 ± 0.05) × 10⁻¹¹,-,(2.02 ± 0.06) × 10⁻¹¹,-
1H 0323+342,00090415010,55506.91,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.73 ± 0.03,-,16.09 ± 0.03,-,-,-,(1.86 ± 0.05) × 10⁻¹¹,-,(1.81 ± 0.05) × 10⁻¹¹,-
1H 0323+342,00090415011,55507.91,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.32 ± 0.04,16.15 ± 0.04,15.68 ± 0.05,15.55 ± 0.04,15.74 ± 0.03,15.94 ± 0.05,(2.35 ± 0.08) × 10⁻¹¹,(2.14 ± 0.07) × 10⁻¹¹,(1.96 ± 0.09) × 10⁻¹¹,(2.22 ± 0.08) × 10⁻¹¹,(2.5 ± 0.08) × 10⁻¹¹,(2.58 ± 0.11) × 10⁻¹¹
1H 0323+342,00090415012,55508.92,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.69 ± 0.03,-,15.86 ± 0.03,-,-,-,(1.94 ± 0.05) × 10⁻¹¹,-,(2.25 ± 0.06) × 10⁻¹¹,-
1H 0323+342,00090415013,55509.89,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.68 ± 0.03,-,15.79 ± 0.03,-,-,-,(1.95 ± 0.05) × 10⁻¹¹,-,(2.39 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415014,55510.93,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.75 ± 0.03,-,16.0 ± 0.03,-,-,-,(1.83 ± 0.05) × 10⁻¹¹,-,(1.98 ± 0.06) × 10⁻¹¹,-
1H 0323+342,00090415015,55511.59,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.67 ± 0.03,-,15.69 ± 0.03,-,-,-,(1.98 ± 0.05) × 10⁻¹¹,-,(2.62 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415016,55512.12,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.27 ± 0.04,16.17 ± 0.04,15.58 ± 0.05,15.5 ± 0.04,15.66 ± 0.03,15.84 ± 0.05,(2.45 ± 0.08) × 10⁻¹¹,(2.1 ± 0.07) × 10⁻¹¹,(2.15 ± 0.09) × 10⁻¹¹,(2.31 ± 0.08) × 10⁻¹¹,(2.69 ± 0.08) × 10⁻¹¹,(2.83 ± 0.13) × 10⁻¹¹
1H 0323+342,00090415017,55513.59,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.67 ± 0.03,-,15.65 ± 0.03,-,-,-,(1.97 ± 0.05) × 10⁻¹¹,-,(2.71 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415018,55514.27,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.61 ± 0.03,-,15.65 ± 0.03,-,-,-,(2.09 ± 0.05) × 10⁻¹¹,-,(2.72 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415019,55515.08,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.66 ± 0.03,-,15.69 ± 0.03,-,-,-,(1.99 ± 0.05) × 10⁻¹¹,-,(2.61 ± 0.08) × 10⁻¹¹,-
1H 0323+342,00090415020,55516.61,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.55 ± 0.03,-,15.67 ± 0.03,-,-,-,(2.2 ± 0.06) × 10⁻¹¹,-,(2.66 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415021,55517.55,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.31 ± 0.04,16.17 ± 0.04,15.65 ± 0.05,15.55 ± 0.04,15.7 ± 0.03,15.79 ± 0.04,(2.37 ± 0.08) × 10⁻¹¹,(2.1 ± 0.07) × 10⁻¹¹,(2.0 ± 0.09) × 10⁻¹¹,(2.23 ± 0.08) × 10⁻¹¹,(2.6 ± 0.08) × 10⁻¹¹,(2.97 ± 0.12) × 10⁻¹¹
1H 0323+342,00090415022,55518.35,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.66 ± 0.03,-,15.66 ± 0.03,-,-,-,(1.99 ± 0.05) × 10⁻¹¹,-,(2.7 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415023,55519.8,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.67 ± 0.04,-,15.7 ± 0.04,-,-,-,(1.98 ± 0.07) × 10⁻¹¹,-,(2.6 ± 0.09) × 10⁻¹¹,-
1H 0323+342,00090415024,55523.23,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.28 ± 0.04,16.11 ± 0.04,15.69 ± 0.06,15.51 ± 0.04,15.6 ± 0.03,15.67 ± 0.05,(2.44 ± 0.09) × 10⁻¹¹,(2.22 ± 0.08) × 10⁻¹¹,(1.93 ± 0.1) × 10⁻¹¹,(2.3 ± 0.09) × 10⁻¹¹,(2.85 ± 0.09) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹⁰
1H 0323+342,00090415025,55524.84,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.25 ± 0.03,16.17 ± 0.03,15.67 ± 0.05,15.46 ± 0.04,15.61 ± 0.03,15.72 ± 0.04,(2.51 ± 0.08) × 10⁻¹¹,(2.1 ± 0.07) × 10⁻¹¹,(1.96 ± 0.08) × 10⁻¹¹,(2.41 ± 0.08) × 10⁻¹¹,(2.82 ± 0.08) × 10⁻¹¹,(3.14 ± 0.12) × 10⁻¹¹
1H 0323+342,00090415026,55525.88,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.18 ± 0.03,16.1 ± 0.03,15.6 ± 0.05,15.38 ± 0.03,15.56 ± 0.03,15.66 ± 0.04,(2.67 ± 0.08) × 10⁻¹¹,(2.24 ± 0.07) × 10⁻¹¹,(2.11 ± 0.09) × 10⁻¹¹,(2.6 ± 0.08) × 10⁻¹¹,(2.96 ± 0.08) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹⁰
1H 0323+342,00090415027,55526.31,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.67 ± 0.03,-,15.67 ± 0.03,-,-,-,(1.97 ± 0.05) × 10⁻¹¹,-,(2.67 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415028,55527.78,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.78 ± 0.03,-,16.12 ± 0.03,-,-,-,(1.79 ± 0.05) × 10⁻¹¹,-,(1.76 ± 0.05) × 10⁻¹¹,-
1H 0323+342,00090415029,55528.31,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.65 ± 0.03,-,15.94 ± 0.04,-,-,-,(2.0 ± 0.06) × 10⁻¹¹,-,(2.08 ± 0.07) × 10⁻¹¹,-
1H 0323+342,00090415030,55529.22,51.17151,34.1794,3 24 41.1624,34 10 45.84,-,-,15.58 ± 0.03,-,15.56 ± 0.03,-,-,-,(2.14 ± 0.06) × 10⁻¹¹,-,(2.95 ± 0.09) × 10⁻¹¹,-
1H 0323+342,00090415031,55530.56,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.21 ± 0.04,16.21 ± 0.04,15.72 ± 0.06,15.53 ± 0.04,15.92 ± 0.04,15.91 ± 0.05,(2.58 ± 0.09) × 10⁻¹¹,(2.03 ± 0.08) × 10⁻¹¹,(1.88 ± 0.1) × 10⁻¹¹,(2.26 ± 0.09) × 10⁻¹¹,(2.12 ± 0.07) × 10⁻¹¹,(2.65 ± 0.12) × 10⁻¹¹
1H 0323+342,00036533019,55749.02,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.17 ± 0.04,16.15 ± 0.04,15.61 ± 0.05,15.44 ± 0.04,15.61 ± 0.03,15.74 ± 0.04,(2.68 ± 0.09) × 10⁻¹¹,(2.15 ± 0.08) × 10⁻¹¹,(2.08 ± 0.1) × 10⁻¹¹,(2.45 ± 0.08) × 10⁻¹¹,(2.81 ± 0.08) × 10⁻¹¹,(3.09 ± 0.13) × 10⁻¹¹
1H 0323+342,00036533020,55780.62,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.23 ± 0.03,16.07 ± 0.03,15.62 ± 0.05,15.35 ± 0.04,15.58 ± 0.03,15.73 ± 0.04,(2.55 ± 0.06) × 10⁻¹¹,(2.31 ± 0.07) × 10⁻¹¹,(2.06 ± 0.09) × 10⁻¹¹,(2.67 ± 0.09) × 10⁻¹¹,(2.91 ± 0.08) × 10⁻¹¹,(3.12 ± 0.12) × 10⁻¹¹
1H 0323+342,00036533021,55808.02,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.18 ± 0.04,16.17 ± 0.04,15.68 ± 0.05,15.48 ± 0.04,15.64 ± 0.03,15.79 ± 0.05,(2.67 ± 0.09) × 10⁻¹¹,(2.1 ± 0.07) × 10⁻¹¹,(1.95 ± 0.1) × 10⁻¹¹,(2.37 ± 0.09) × 10⁻¹¹,(2.73 ± 0.08) × 10⁻¹¹,(2.96 ± 0.13) × 10⁻¹¹
1H 0323+342,00036533022,55837.83,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.21 ± 0.04,16.17 ± 0.05,15.67 ± 0.06,15.48 ± 0.05,15.74 ± 0.04,15.84 ± 0.06,(2.58 ± 0.1) × 10⁻¹¹,(2.1 ± 0.09) × 10⁻¹¹,(1.97 ± 0.11) × 10⁻¹¹,(2.37 ± 0.1) × 10⁻¹¹,(2.5 ± 0.09) × 10⁻¹¹,(2.83 ± 0.15) × 10⁻¹¹
1H 0323+342,00036533023,55841.49,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.2 ± 0.04,16.12 ± 0.04,15.54 ± 0.05,15.38 ± 0.04,15.63 ± 0.03,15.69 ± 0.05,(2.63 ± 0.09) × 10⁻¹¹,(2.2 ± 0.08) × 10⁻¹¹,(2.23 ± 0.1) × 10⁻¹¹,(2.58 ± 0.09) × 10⁻¹¹,(2.78 ± 0.07) × 10⁻¹¹,(0.32 ± 0.01) × 10⁻¹⁰
1H 0323+342,00036533024,55870.82,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.37 ± 0.04,16.17 ± 0.04,15.73 ± 0.06,15.62 ± 0.04,15.73 ± 0.04,15.91 ± 0.06,(2.24 ± 0.09) × 10⁻¹¹,(2.11 ± 0.08) × 10⁻¹¹,(1.87 ± 0.1) × 10⁻¹¹,(2.08 ± 0.09) × 10⁻¹¹,(2.51 ± 0.09) × 10⁻¹¹,(2.64 ± 0.14) × 10⁻¹¹
1H 0323+342,00036533025,55899.64,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.52 ± 0.05,-,-,15.69 ± 0.04,-,-,(1.96 ± 0.1) × 10⁻¹¹,-,-,(1.96 ± 0.08) × 10⁻¹¹,-,-
1H 0323+342,00036533026,55902.07,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.54 ± 0.06,16.4 ± 0.06,15.74 ± 0.08,15.75 ± 0.06,15.99 ± 0.05,16.06 ± 0.07,(1.91 ± 0.1) × 10⁻¹¹,(1.71 ± 0.09) × 10⁻¹¹,(1.85 ± 0.13) × 10⁻¹¹,(1.85 ± 0.1) × 10⁻¹¹,(1.99 ± 0.09) × 10⁻¹¹,(2.29 ± 0.14) × 10⁻¹¹
1H 0323+342,00036533027,55923.41,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.52 ± 0.04,16.46 ± 0.05,15.82 ± 0.06,15.76 ± 0.05,16.03 ± 0.04,16.14 ± 0.06,(1.95 ± 0.08) × 10⁻¹¹,(1.61 ± 0.07) × 10⁻¹¹,(1.72 ± 0.1) × 10⁻¹¹,(1.82 ± 0.08) × 10⁻¹¹,(1.92 ± 0.07) × 10⁻¹¹,(2.13 ± 0.12) × 10⁻¹¹
1H 0323+342,00036533028,55928.21,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.48 ± 0.05,16.39 ± 0.06,15.86 ± 0.08,15.82 ± 0.06,15.83 ± 0.05,15.91 ± 0.06,(2.02 ± 0.1) × 10⁻¹¹,(1.72 ± 0.09) × 10⁻¹¹,(1.66 ± 0.12) × 10⁻¹¹,(1.72 ± 0.1) × 10⁻¹¹,(2.31 ± 0.1) × 10⁻¹¹,(2.66 ± 0.16) × 10⁻¹¹
1H 0323+342,00036533029,55956.69,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.42 ± 0.04,16.26 ± 0.04,15.66 ± 0.06,15.64 ± 0.05,16.01 ± 0.04,16.07 ± 0.04,(2.15 ± 0.08) × 10⁻¹¹,(1.94 ± 0.08) × 10⁻¹¹,(1.99 ± 0.11) × 10⁻¹¹,(2.04 ± 0.09) × 10⁻¹¹,(1.96 ± 0.07) × 10⁻¹¹,(2.28 ± 0.08) × 10⁻¹¹
1H 0323+342,00036533030,55989.35,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.65 ± 0.04,16.49 ± 0.04,15.86 ± 0.05,15.89 ± 0.04,16.22 ± 0.04,16.3 ± 0.05,(1.74 ± 0.06) × 10⁻¹¹,(1.56 ± 0.06) × 10⁻¹¹,(1.65 ± 0.08) × 10⁻¹¹,(1.62 ± 0.06) × 10⁻¹¹,(1.61 ± 0.06) × 10⁻¹¹,(1.84 ± 0.09) × 10⁻¹¹
1H 0323+342,00036533031,56305.83,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.54 ± 0.05,16.37 ± 0.05,15.75 ± 0.06,15.77 ± 0.05,15.99 ± 0.04,16.19 ± 0.07,(1.91 ± 0.08) × 10⁻¹¹,(1.75 ± 0.08) × 10⁻¹¹,(1.83 ± 0.11) × 10⁻¹¹,(1.82 ± 0.09) × 10⁻¹¹,(1.99 ± 0.08) × 10⁻¹¹,(2.04 ± 0.13) × 10⁻¹¹
1H 0323+342,00036533032,56306.66,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.5 ± 0.04,16.36 ± 0.05,15.65 ± 0.06,15.8 ± 0.05,15.94 ± 0.04,16.03 ± 0.06,(1.98 ± 0.08) × 10⁻¹¹,(1.76 ± 0.07) × 10⁻¹¹,(2.01 ± 0.1) × 10⁻¹¹,(1.76 ± 0.08) × 10⁻¹¹,(2.08 ± 0.08) × 10⁻¹¹,(2.38 ± 0.12) × 10⁻¹¹
1H 0323+342,00036533033,56307.66,51.17151,34.1794,3 24 41.1624,34 10 45.84,15.53 ± 0.05,16.32 ± 0.06,15.76 ± 0.07,15.65 ± 0.05,15.83 ± 0.04,15.99 ± 0.06,(1.93 ± 0.09) × 10⁻¹¹,(1.82 ± 0.09) × 10⁻¹¹,(1.82 ± 0.12) × 10⁻¹¹,(2.01 ± 0.1) × 10⁻¹¹,(2.3 ± 0.09) × 10⁻¹¹,(2.45 ± 0.14) × 10⁻¹¹
